drug_name,pubchem_id,smile,micro_name,micro_tid,dis_Sname,dis_MESH
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Parabacteroides distasonis,823,"Colitis, Ulcerative",MESH:D003093
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Akkermansia,239934,"Colitis, Ulcerative",MESH:D003093
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Akkermansia muciniphila,239935,"Colitis, Ulcerative",MESH:D003093
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Bacteroides ovatus,28116,"Colitis, Ulcerative",MESH:D003093
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Coprococcus comes,410072,"Colitis, Ulcerative",MESH:D003093
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Odoribacter splanchnicus,28118,"Colitis, Ulcerative",MESH:D003093
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Clostridioides difficile,1496,"Colitis, Ulcerative",MESH:D003093
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Bifidobacterium,1678,Colitis,MESH:D003092
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Bacteroides,816,Colitis,MESH:D003092
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Ruminococcus bromii,40518,Pancreatitis,MESH:D010195
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Alistipes,239759,Pancreatitis,MESH:D010195
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Bifidobacterium sp.,41200,Pancreatitis,MESH:D010195
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Pseudomonas,286,Pancreatitis,MESH:D010195
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Bacteroides,816,Pancreatitis,MESH:D010195
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Escherichia,561,Pelvic Inflammatory Disease,MESH:D000292
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Lactobacillus,1578,Diarrhea,MESH:D003967
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Bifidobacterium,1678,Diarrhea,MESH:D003967
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Collinsella aerofaciens,74426,Diarrhea,MESH:D003967
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Bifidobacterium sp.,41200,Diarrhea,MESH:D003967
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Bacteroides uniformis,820,Diarrhea,MESH:D003967
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Phocaeicola vulgatus,821,Diarrhea,MESH:D003967
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Coprococcus comes,410072,Diarrhea,MESH:D003967
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Collinsella aerofaciens,74426,Colonic Neoplasms,MESH:D003110
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Pseudomonas,286,Colonic Neoplasms,MESH:D003110
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Bacteroides,816,Colonic Neoplasms,MESH:D003110
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Bifidobacterium sp.,41200,Hepatic Encephalopathy,MESH:D006501
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Escherichia,561,Alcoholism,MESH:D000437
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Bifidobacterium sp.,41200,Alcoholism,MESH:D000437
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Akkermansia,239934,Alcoholism,MESH:D000437
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Bifidobacterium,1678,Brain Diseases,MESH:D001927
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Veillonella parvula,29466,Periodontitis,MESH:D010518
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Porphyromonas gingivalis,837,Periodontitis,MESH:D010518
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Prevotella copri,165179,"Gastritis, Atrophic",MESH:D005757
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Bifidobacterium sp.,41200,Cholestasis,MESH:D002779
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Coprococcus comes,410072,Cholestasis,MESH:D002779
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Bacteroides,816,Dyspepsia,MESH:D004415
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Porphyromonadaceae,171551,Clostridium Infections,MESH:D003015
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Barnesiella,397864,Clostridium Infections,MESH:D003015
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Alistipes,239759,Clostridium Infections,MESH:D003015
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Bifidobacterium sp.,41200,Clostridium Infections,MESH:D003015
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Akkermansia,239934,Clostridium Infections,MESH:D003015
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Akkermansia muciniphila,239935,Clostridium Infections,MESH:D003015
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],Clostridioides difficile,1496,Clostridium Infections,MESH:D003015
Cefotaxime,5742673,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,Lactobacillus,1578,Diarrhea,MESH:D003967
Cefotaxime,5742673,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,Streptococcus pneumoniae,1313,Pneumonia,MESH:D011014
Cefotaxime,5742673,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,Enterococcus,1350,Brain Diseases,MESH:D001927
Cefotaxime,5742673,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,Listeria monocytogenes,1639,"Endocarditis, Bacterial",MESH:D004697
Cefotaxime,5742673,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,Escherichia,561,Gonorrhea,MESH:D006069
Cycloserine,6234,C1C(C(=O)NO1)N,Escherichia coli,562,"Tuberculosis, Pulmonary",MESH:D014397
Chlorpromazine hydrochloride,6240,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl,Bacteroides uniformis,820,Attention Deficit Disorder with Hyperactivity,MESH:D001289
Chlorpromazine hydrochloride,6240,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl,Bacteroides uniformis,820,"Lupus Erythematosus, Systemic",MESH:D008180
Chlorpromazine hydrochloride,6240,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl,Phocaeicola vulgatus,821,"Lupus Erythematosus, Systemic",MESH:D008180
Chlorpromazine hydrochloride,6240,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl,Bacteroides uniformis,820,Diarrhea,MESH:D003967
Chlorpromazine hydrochloride,6240,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl,Phocaeicola vulgatus,821,Diarrhea,MESH:D003967
Chlorpromazine hydrochloride,6240,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl,Akkermansia muciniphila,239935,Schizophrenia,MESH:D012559
Chlorpromazine hydrochloride,6240,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl,Clostridium perfringens,1502,Schizophrenia,MESH:D012559
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Staphylococcus aureus,1280,Sepsis,MESH:D018805
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Porphyromonadaceae,171551,Crohn Disease,MESH:D003424
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Barnesiella,397864,Crohn Disease,MESH:D003424
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Lactobacillus,1578,Crohn Disease,MESH:D003424
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Escherichia,561,Crohn Disease,MESH:D003424
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Bifidobacterium,1678,Crohn Disease,MESH:D003424
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Alistipes,239759,Crohn Disease,MESH:D003424
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Staphylococcus aureus,1280,Crohn Disease,MESH:D003424
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Pseudomonas,286,Crohn Disease,MESH:D003424
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Bacteroides,816,Crohn Disease,MESH:D003424
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Akkermansia,239934,Crohn Disease,MESH:D003424
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Enterococcus,1350,Crohn Disease,MESH:D003424
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Clostridium,1485,Crohn Disease,MESH:D003424
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Pseudomonas,286,Stevens-Johnson Syndrome,MESH:D013262
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Akkermansia,239934,Stevens-Johnson Syndrome,MESH:D013262
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Staphylococcus aureus,1280,Sinusitis,MESH:D012852
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Pseudomonas aeruginosa,287,Sinusitis,MESH:D012852
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Streptococcus pneumoniae,1313,Sinusitis,MESH:D012852
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Bifidobacterium,1678,Colitis,MESH:D003092
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Bacteroides,816,Colitis,MESH:D003092
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Lactobacillus,1578,Diarrhea,MESH:D003967
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Bifidobacterium,1678,Diarrhea,MESH:D003967
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Staphylococcus aureus,1280,Endocarditis,MESH:D004696
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Staphylococcus aureus,1280,Pneumonia,MESH:D011014
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Pseudomonas aeruginosa,287,Pneumonia,MESH:D011014
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Streptococcus pneumoniae,1313,Pneumonia,MESH:D011014
Ampicillin,6249,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C,Listeria monocytogenes,1639,"Endocarditis, Bacterial",MESH:D004697
aracytine,6253,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,Proteobacteria,1224,Ovarian Neoplasms,MESH:D010051
aracytine,6253,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,Firmicutes,1239,Ovarian Neoplasms,MESH:D010051
aracytine,6253,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,Actinobacteria,1760,Ovarian Neoplasms,MESH:D010051
aracytine,6253,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,Escherichia coli,562,Pneumonia,MESH:D011014
aracytine,6253,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,Escherichia coli,562,Breast Neoplasms,MESH:D001943
aracytine,6253,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,Proteobacteria,1224,Breast Neoplasms,MESH:D001943
aracytine,6253,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,Firmicutes,1239,Breast Neoplasms,MESH:D001943
aracytine,6253,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,Actinobacteria,1760,Breast Neoplasms,MESH:D001943
Amlodipine,2162,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,Clostridioides difficile,1496,Ischemia,MESH:D007511
Amlodipine,2162,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,Roseburia hominis,301301,Fibrosis,MESH:D005355
Amlodipine,2162,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,Roseburia hominis,301301,Fatigue,MESH:D005221
Mitoxantrone,4212,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,Escherichia coli,562,Colorectal Neoplasms,MESH:D015179
Mitoxantrone,4212,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,Escherichia coli,562,Breast Neoplasms,MESH:D001943
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Propionibacterium acnes,1747,Rosacea,MESH:D012393
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Blautia,572511,Stevens-Johnson Syndrome,MESH:D013262
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Coprococcus,33042,Stevens-Johnson Syndrome,MESH:D013262
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Faecalibacterium,216851,Stevens-Johnson Syndrome,MESH:D013262
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Veillonella,29465,Stevens-Johnson Syndrome,MESH:D013262
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Akkermansia,239934,Stevens-Johnson Syndrome,MESH:D013262
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Roseburia,841,Stevens-Johnson Syndrome,MESH:D013262
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Enterobacteriaceae,543,Infections,MESH:D007239
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Bifidobacterium,1678,Colitis,MESH:D003092
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Bacteroides,816,Colitis,MESH:D003092
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Enterobacteriaceae,543,Acne Vulgaris,MESH:D000152
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Klebsiella,570,Acne Vulgaris,MESH:D000152
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Blautia,572511,Acne Vulgaris,MESH:D000152
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Propionibacterium acnes,1747,Acne Vulgaris,MESH:D000152
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Faecalibacterium,216851,Acne Vulgaris,MESH:D000152
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Lactobacillus,1578,Diarrhea,MESH:D003967
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Bifidobacterium,1678,Diarrhea,MESH:D003967
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Veillonella,29465,Diarrhea,MESH:D003967
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Prevotella,838,Diarrhea,MESH:D003967
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Roseburia,841,Diarrhea,MESH:D003967
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Lactobacillus,1578,Heart Failure,MESH:D006333
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Streptococcus,1301,Heart Failure,MESH:D006333
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Veillonella,29465,Heart Failure,MESH:D006333
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Enterococcus,1350,Heart Failure,MESH:D006333
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Fusobacterium,848,Heart Failure,MESH:D006333
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Dorea,189330,Heart Failure,MESH:D006333
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Clostridium,1485,Heart Failure,MESH:D006333
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Alistipes,239759,Fatigue,MESH:D005221
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Enterobacteriaceae,543,Cholestasis,MESH:D002779
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Blautia,572511,Cholestasis,MESH:D002779
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Faecalibacterium,216851,Cholestasis,MESH:D002779
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Veillonella,29465,Cholestasis,MESH:D002779
Clindamycin,446598,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,Roseburia,841,Cholestasis,MESH:D002779
Anastrozole,2187,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,Clostridium sp.,1506,Liver Neoplasms,MESH:D008113
Auranofin,24199313,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],Eggerthella lenta,84112,"Arthritis, Rheumatoid",MESH:D001172
Auranofin,24199313,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],Prevotella copri,165179,"Arthritis, Rheumatoid",MESH:D001172
Auranofin,24199313,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],Clostridium perfringens,1502,"Arthritis, Rheumatoid",MESH:D001172
Auranofin,24199313,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],Collinsella aerofaciens,74426,Diarrhea,MESH:D003967
Auranofin,24199313,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],Bacteroides uniformis,820,Diarrhea,MESH:D003967
Auranofin,24199313,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],Phocaeicola vulgatus,821,Diarrhea,MESH:D003967
Auranofin,24199313,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],Coprococcus comes,410072,Diarrhea,MESH:D003967
Auranofin,24199313,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],Ruminococcus bromii,40518,Lung Neoplasms,MESH:D008175
Auranofin,24199313,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],Bifidobacterium adolescentis,1680,Lung Neoplasms,MESH:D008175
Auranofin,24199313,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],Parabacteroides distasonis,823,Lung Neoplasms,MESH:D008175
Betamethasone valerate,16533,CCCCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CO,Clostridium sp.,1506,"Dermatitis, Atopic",MESH:D003876
Dirithromycin,6473883,CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC3CC(C(C(O3)C)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)NC(O2)COCCOC)C)(C)O,Lactobacillus,1578,Diarrhea,MESH:D003967
Dirithromycin,6473883,CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC3CC(C(C(O3)C)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)NC(O2)COCCOC)C)(C)O,Bifidobacterium,1678,Diarrhea,MESH:D003967
Dirithromycin,6473883,CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC3CC(C(C(O3)C)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)NC(O2)COCCOC)C)(C)O,Collinsella aerofaciens,74426,Diarrhea,MESH:D003967
Dirithromycin,6473883,CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC3CC(C(C(O3)C)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)NC(O2)COCCOC)C)(C)O,Bifidobacterium longum,216816,Diarrhea,MESH:D003967
Dirithromycin,6473883,CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC3CC(C(C(O3)C)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)NC(O2)COCCOC)C)(C)O,Bacteroides uniformis,820,Diarrhea,MESH:D003967
Dirithromycin,6473883,CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC3CC(C(C(O3)C)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)NC(O2)COCCOC)C)(C)O,Phocaeicola vulgatus,821,Diarrhea,MESH:D003967
Dirithromycin,6473883,CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC3CC(C(C(O3)C)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)NC(O2)COCCOC)C)(C)O,Coprococcus comes,410072,Diarrhea,MESH:D003967
Nicardipine hydrochloride,41114,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC.Cl,Parabacteroides merdae,46503,Coronary Disease,MESH:D003327
Ochratoxin A,442530,CC1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)NC(CC3=CC=CC=C3)C(=O)O)Cl,Lactobacillus,1578,"Arthritis, Rheumatoid",MESH:D001172
Ochratoxin A,442530,CC1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)NC(CC3=CC=CC=C3)C(=O)O)Cl,Lactobacillus,1578,Liver Neoplasms,MESH:D008113
Ochratoxin A,442530,CC1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)NC(CC3=CC=CC=C3)C(=O)O)Cl,Lactobacillus,1578,Liver Cirrhosis,MESH:D008103
Ochratoxin A,442530,CC1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)NC(CC3=CC=CC=C3)C(=O)O)Cl,Lactobacillus,1578,Breast Neoplasms,MESH:D001943
Capreomycin,3000502,CC1C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)NC(C(=O)NCC(C(=O)N1)N)C2CCN=C(N2)N)CNC(=O)CC(CCCN)N.C1CN=C(NC1C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CNC(=O)CC(CCCN)N)CO)N)N,Mycobacterium tuberculosis,1773,"Tuberculosis, Pulmonary",MESH:D014397
Gallium Nitrate,61635,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ga+3],Escherichia coli,562,"Carcinoma, Hepatocellular",MESH:D006528
Acetylsalicylic acid,2244,CC(=O)OC1=CC=CC=C1C(=O)O,Lactobacillus,1578,Asthma,MESH:D001249
Acetylsalicylic acid,2244,CC(=O)OC1=CC=CC=C1C(=O)O,Blautia,572511,Asthma,MESH:D001249
Acetylsalicylic acid,2244,CC(=O)OC1=CC=CC=C1C(=O)O,Bifidobacterium,1678,Asthma,MESH:D001249
Acetylsalicylic acid,2244,CC(=O)OC1=CC=CC=C1C(=O)O,Bifidobacterium adolescentis,1680,Asthma,MESH:D001249
Acetylsalicylic acid,2244,CC(=O)OC1=CC=CC=C1C(=O)O,Streptococcus,1301,Asthma,MESH:D001249
